,position of first of a pair,position of second of a pair,score of first of a pair,token before the pair,score of the token before the pair,position of max score in saliency map,max score in saliency map,max score token,sum of score between pair,which smile
6013,6,8,2.3354730505921556e-20,C,2.9243666979943634e-23,6,2.3354730505921556e-20,(,0.0,1536
6014,18,22,9.66959760262398e-06,C,5.545394742512144e-06,11,0.7303316593170166,N,4.978860033588717e-06,1536
6015,26,29,9.799263180412798e-14,C,1.3477636738037316e-15,24,3.7899349457359843e-13,N,1.0222279904601068e-14,1536
6016,37,39,0.7867143154144287,C,0.00017700697935651988,37,0.7867143154144287,(,0.0,1536
6017,7,12,1.5871577261350467e-06,1,2.3219736249302514e-05,10,0.22826159000396729,O,0.2624516189098358,1537
6018,16,19,2.655085172439497e-26,C,3.51322723777151e-29,10,3.0571418885474202e-24,O,1.6965383143531822e-25,1537
6019,27,31,5.971829608597545e-08,N,8.364447268149888e-08,22,0.9998641014099121,1,7.423165094392584e-26,1537
6020,4,6,0.23616456985473633,C,0.029575705528259277,4,0.23616456985473633,(,0.0,1538
6021,8,10,0.0510823056101799,N,0.035141486674547195,1,0.4466846287250519,O,0.0,1538
6022,13,16,1.18980237988342e-13,C,1.1671140442981454e-10,10,4.25738361231609e-10,),8.768644664536307e-12,1538
6023,20,22,0.007285832893103361,C,0.01493884064257145,17,0.8883129954338074,N,0.0,1538
6024,31,33,0.0,C,0.0,0,0.0,<bos>,0.0,1538
6025,22,26,3.769492869033758e-43,C,6.690999940658109e-35,1,0.6597891449928284,C,0.0,1539
6026,28,31,2.1466730303065784e-12,C,2.7649457376432984e-11,17,0.5090042352676392,C,1.9991569163990697e-12,1539
6027,38,41,2.1200215519733e-13,C,1.240559304588329e-13,31,0.9996743202209473,),4.58545339181117e-18,1539
6028,4,6,0.0,C,0.0,0,0.0,<bos>,0.0,1540
6029,19,22,1.3836644939146936e-05,C,5.38501723212903e-08,20,0.15521126985549927,O,0.15521126985549927,1540
6030,28,30,0.0,C,0.0,19,0.9999927282333374,(,0.0,1540
6031,34,38,6.062484187177731e-26,C,2.254748074497342e-24,22,0.9999287128448486,),1.9104448513367803e-26,1540
6032,40,42,0.0,N,0.0,16,0.996513307094574,N,0.0,1540
6033,9,13,7.544081703174533e-20,C,1.1602438397630244e-31,11,1.289261717829504e-06,C,1.289261717829504e-06,1541
6034,16,19,5.317521542439522e-26,C,2.7115086813016557e-30,17,1.62827527129982e-24,=,1.62827527129982e-24,1541
6035,26,28,0.9649568200111389,C,0.0010078793857246637,26,0.9649568200111389,(,0.0,1541
6036,32,34,1.0220901458524168e-05,C,3.1403951652464457e-06,26,0.9255138039588928,(,0.0,1541
6037,10,15,0.05622001737356186,C,0.03480701521039009,1,0.10588551312685013,C,0.1604219228029251,1542
6038,21,23,0.002123761922121048,N,0.0011045854771509767,17,0.5586745738983154,C,0.0,1542
6039,25,28,2.810559711768012e-20,C,8.634956665526959e-23,19,1.15960640616219e-19,C,4.5689553778913764e-20,1542
6040,36,41,0.00231010839343071,C,8.730083209229633e-06,20,0.5019353628158569,N,0.0015766675351187587,1542
6041,43,45,0.001308509148657322,N,0.0009653771994635463,2,0.9150295853614807,O,0.0,1542
6042,22,26,4.232320657132638e-12,C,1.4527078541839988e-13,13,0.9996681213378906,O,0.00033062111469917,1543
6043,28,31,0.0,C,0.0,13,1.0,O,0.0,1543
6044,11,14,4.919277873938199e-09,C,1.0152404091023914e-11,11,4.919277873938199e-09,(,8.190254030537858e-12,1544
6045,18,21,2.6994212753766004e-24,C,9.392439247736221e-25,15,8.966146701586117e-20,O,1.9666840764727638e-24,1544
6046,27,29,1.8471365387760785e-13,C,1.6062963769617558e-20,21,0.9992445707321167,),0.0,1544
6047,36,38,0.0,C,1.401298464324817e-45,27,0.6057577729225159,(,0.0,1544
6048,7,9,1.2230515267219744e-06,C,0.0003876939881592989,5,0.0007156508509069681,N,0.0,1545
6049,14,17,2.3707229956926312e-06,S,3.1720013794256374e-05,13,3.1720013794256374e-05,S,1.2568381180244614e-06,1545
6050,18,21,1.5234821325489645e-13,),1.3343382862930457e-14,5,2.5085204746755352e-11,N,7.513578301199253e-12,1545
6051,25,27,0.015020469203591347,C,0.03710324689745903,13,0.13308635354042053,S,0.0,1545
6052,31,33,0.002852013800293207,C,0.05215032026171684,30,0.05215032026171684,C,0.0,1545
6053,13,17,0.0,C,0.0,15,1.0,#,1.0,1546
6054,18,20,5.2536737980835024e-12,),0.00033371595782227814,15,0.9996663331985474,#,0.0,1546
6055,23,26,7.734474519183188e-12,C,1.0251174908937344e-13,15,0.982958972454071,#,6.824284840429564e-15,1546
6056,19,23,0.8901721835136414,N,0.03408635035157204,19,0.8901721835136414,(,0.03239929676055908,1547
6057,25,28,0.0007296903058886528,C,1.267527295567561e-05,23,0.002333463868126273,),0.0002628914953675121,1547
6058,32,34,0.007678534835577011,C,5.859617045050891e-12,28,0.9923211932182312,),0.0,1547
6059,4,7,2.8191493584017735e-07,C,1.8493705455924214e-09,5,7.732927542747348e-07,=,7.732927542747348e-07,1548
6060,18,22,0.32801029086112976,C,1.614332722965628e-05,18,0.32801029086112976,(,0.0599273219704628,1548
6061,25,28,0.00015864302986301482,C,5.5000789870973676e-05,2,0.0015383153222501278,1,2.1166324586374685e-05,1548
6062,34,37,2.666539148776792e-05,C,2.9828564618306075e-10,28,0.9992740750312805,),2.6565404390166414e-11,1548
6063,41,45,1.9273940238473535e-17,C,1.854523395397157e-27,37,1.0,),7.603598221712006e-32,1548
6064,47,49,5.015677498874907e-21,C,1.9964776334617324e-20,28,0.9996298551559448,),0.0,1548
6065,7,13,1.873031420175815e-14,C,8.18942793624506e-15,8,1.5348514352808706e-05,S,1.534992225060705e-05,1549
6066,16,19,2.374577585343568e-13,C,1.7388941603299689e-15,17,2.3266878874939056e-12,=,2.3266878874939056e-12,1549
6067,25,29,0.008447136729955673,N,0.0024671205319464207,25,0.008447136729955673,(,0.0031901185866445303,1549
6068,31,33,3.226960416213842e-06,S,0.9998365640640259,30,0.9998365640640259,S,0.0,1549
6069,34,37,0.0004511670267675072,),0.05822255089879036,33,0.05822255089879036,),0.0003970421676058322,1549
6070,16,19,2.0104358178230086e-09,C,8.087384521836619e-14,17,0.5754454135894775,O,0.5754454135894775,1550
6071,25,29,9.853360813895543e-26,C,5.990108787573548e-25,19,0.9999840259552002,),3.882591668089414e-40,1550
6072,31,34,0.0,C,0.0,19,1.0,),0.0,1550
6073,9,11,0.0,C,0.0,0,0.0,<bos>,0.0,1551
6074,18,21,5.679693504427582e-21,C,7.702494933037593e-18,17,7.702494933037593e-18,C,1.2646113303708281e-21,1551
6075,29,31,0.9998160004615784,C,4.1719923160599137e-07,29,0.9998160004615784,(,0.0,1551
6076,3,5,4.820291843628255e-13,N,0.000717488001100719,2,0.000717488001100719,N,0.0,1552
6077,14,18,1.2378037961229197e-19,C,7.154267954966043e-14,16,0.9974473714828491,N,0.9974473714828491,1552
6078,31,34,3.7236908682079155e-38,C,3.9146205865691005e-38,18,0.9112463593482971,),7.567011707354012e-44,1552
6079,25,37,4.816530018240615e-19,C,1.3093471804463852e-20,34,1.3304519085486298e-15,),1.6415031590876167e-15,1552
6080,39,41,6.330295747664145e-40,C,0.0,18,1.435783697582882e-35,),0.0,1552
6081,42,44,1.090912910861259e-25,),5.358021365490729e-24,10,0.9999914169311523,N,0.0,1552
6082,14,16,1.2961643093200738e-18,N,8.657010901906421e-18,7,1.0,S,0.0,1553
6083,18,21,3.5326743309187404e-21,C,3.634452268764367e-23,7,2.1964051410972019e-10,S,3.4435779064152806e-23,1553
6084,25,27,0.9854063987731934,C,7.36692697955732e-07,25,0.9854063987731934,(,0.0,1553
6085,31,36,4.609941697708564e-06,N,1.3595308701042086e-07,25,0.7838460206985474,(,2.8829756047343835e-05,1553
6086,3,5,1.4332583977626899e-31,C,0.0,3,1.4332583977626899e-31,(,0.0,1554
6087,8,11,2.9711424431866362e-09,C,1.2139191041260489e-10,6,8.954335939392877e-09,N,1.394308446478476e-09,1554
6088,22,25,8.43306944748839e-29,N,3.0235200451212218e-24,17,0.9993441700935364,O,4.619858249561468e-32,1554
6089,27,29,5.542365702914564e-18,S,3.863533332002863e-17,17,0.9999977350234985,O,0.0,1554
6090,30,33,1.7218556027504433e-32,),2.2305559688796663e-28,17,1.0,O,9.20023153367622e-34,1554
6091,4,6,0.19248364865779877,S,0.11661604046821594,2,0.3998888432979584,=,0.0,1555
6092,7,10,1.1564731117186255e-10,),1.972664920302236e-09,8,3.263362557959226e-08,=,3.263362557959226e-08,1555
6093,18,23,0.00020549577311612666,C,0.00011384434765204787,3,0.9770609736442566,S,0.0007075712783262134,1555
6094,25,27,0.12149238586425781,N,0.05394059047102928,23,0.15554814040660858,),0.0,1555
6095,35,37,2.1756697484333997e-26,C,1.4927695733848003e-15,25,0.9972518086433411,(,0.0,1555
6096,13,15,2.6373670607426902e-06,C,3.3625755690991355e-07,6,0.9338939189910889,N,0.0,1556
6097,17,19,7.048994277170095e-09,N,2.6994293467197394e-09,6,0.997256338596344,N,0.0,1556
6098,21,24,2.4994044588702616e-25,C,1.383901806035731e-27,17,1.031433800894818e-20,(,1.6333981580924496e-28,1556
6099,33,37,0.9810255169868469,C,0.0001317281712545082,33,0.9810255169868469,(,1.9556277663923538e-07,1556
6100,44,46,9.331787707853183e-27,C,6.966289180786483e-36,37,0.9999998807907104,),0.0,1556
6101,16,20,2.3664413220103597e-06,C,1.1064235394542266e-07,8,0.899846076965332,N,1.7477141227573156e-05,1557
6102,22,25,1.3784409321902592e-36,C,2.0709515062346225e-28,12,0.9468991756439209,S,4.4889035258156257e-38,1557
6103,30,33,0.9875741600990295,C,0.005557573866099119,30,0.9875741600990295,(,4.731809440272627e-06,1557
6104,39,41,7.844905755278846e-15,C,8.253402349517707e-17,30,0.9998210072517395,(,0.0,1557
6105,11,15,8.06248934281939e-09,C,2.3502229851146694e-06,2,0.7737962007522583,S,7.495145837310702e-07,1558
6106,18,21,7.215187451947713e-06,C,1.7917054151439515e-07,2,0.06828441470861435,S,5.908037792323739e-07,1558
6107,28,31,3.998327883891761e-05,C,1.2730689303092258e-17,26,0.9999496936798096,C,1.984238625483941e-42,1558
6108,34,37,0.010539109818637371,C,0.002176565583795309,34,0.010539109818637371,(,0.00790263619273901,1558
6109,39,41,9.757653060660232e-06,C,0.0005438721273094416,2,0.9953072667121887,S,0.0,1558
6110,17,22,1.3638454220199492e-05,N,0.00093215296510607,15,0.0020718087907880545,N,0.0012369391042739153,1559
6111,25,28,2.788151054034591e-31,C,3.761529114679951e-22,17,0.9990620017051697,(,9.632967279234887e-35,1559
6112,37,39,0.0,C,0.0,0,0.0,<bos>,0.0,1559
6113,8,10,0.0008902198751457036,C,0.0003813830262515694,2,0.9790062308311462,O,0.0,1560
6114,13,20,4.705312875441514e-11,C,8.672503531558396e-15,1,0.0003893147222697735,C,6.850852514617145e-05,1560
6115,22,25,8.53904756148785e-15,C,2.7872195111806886e-13,20,8.545056155717656e-12,),6.20114038294735e-16,1560
6116,34,38,3.122105005082254e-12,C,9.188871492165767e-18,35,1.0,N,1.0,1560
6117,15,19,3.29365949125752e-19,C,6.220199166063873e-20,7,0.9832503199577332,2,1.4724895406225774e-24,1561
6118,22,25,7.38020133894679e-08,C,1.648410297150349e-09,20,8.441169256911962e-07,N,2.894031125855179e-10,1561
6119,33,36,5.896647644991482e-14,C,5.37369158189612e-18,34,0.9999980926513672,S,0.9999980926513672,1561
6120,17,22,6.591640703845769e-05,C,2.7347059585736133e-06,5,0.9529296159744263,O,4.2942570871673524e-05,1562
6121,24,27,1.476844718701709e-15,C,3.3683373569588074e-17,25,3.058135799579925e-15,=,3.058135799579925e-15,1562
6122,34,36,0.7212892174720764,C,5.389699645787227e-13,34,0.7212892174720764,(,0.0,1562
6123,2,4,5.941717251675346e-14,C,3.613308963317918e-19,2,5.941717251675346e-14,(,0.0,1563
6124,5,7,4.0203563003160525e-06,),2.535481371523929e-06,5,4.0203563003160525e-06,(,0.0,1563
6125,8,10,1.7478852143426593e-08,),1.511755581828922e-10,8,1.7478852143426593e-08,(,0.0,1563
6126,13,16,8.827513164888501e-10,C,2.0386631049973403e-08,11,4.287664341973141e-05,O,9.272993928277629e-09,1563
6127,20,26,5.408091041658736e-08,C,1.9400259664795888e-13,22,0.9150819778442383,2,0.9236606955528259,1563
6128,30,32,0.00017691601533442736,C,0.0922369584441185,28,0.32399362325668335,N,0.0,1563
6129,35,40,6.544641217853808e-11,C,4.282170104619176e-11,11,0.013174802996218204,O,1.895931018225383e-05,1563
6130,42,44,8.45322596643161e-12,C,2.1654698867390465e-10,11,0.9987346529960632,O,0.0,1563
6131,7,9,0.13854625821113586,N,0.07624369859695435,7,0.13854625821113586,(,0.0,1564
6132,11,14,7.093198954699728e-16,C,4.805649284463092e-18,9,9.262505389759563e-16,),6.968350798136977e-17,1564
6133,22,27,0.022663330659270287,C,0.020076073706150055,19,0.588079035282135,C,0.0022220946848392487,1564
6134,29,32,1.4611257981300696e-08,S,1.6915373635129072e-05,28,1.6915373635129072e-05,S,1.7686065945099472e-08,1564
6135,33,36,1.0665099703230772e-16,),3.5669668716105385e-14,32,3.5669668716105385e-14,),2.119852628192629e-15,1564
6136,39,41,0.15533678233623505,C,0.00021779583767056465,39,0.15533678233623505,(,0.0,1564
6137,6,8,0.00011691864347085357,C,2.4926342234721233e-07,6,0.00011691864347085357,(,0.0,1565
6138,18,21,3.4612156370938595e-36,C,1.9794742107052366e-41,19,1.0,S,1.0,1565
6139,23,26,3.0049566390744076e-08,C,1.6689873518771492e-06,16,0.5069240927696228,C,1.904125523921607e-09,1565
6140,32,36,5.594136018771678e-05,N,2.5121807993855327e-05,19,0.4219326674938202,S,0.008728986606001854,1565
6141,38,41,5.8169749536318704e-05,C,3.585547503348607e-08,39,0.0001061894217855297,=,0.0001061894217855297,1565
6142,6,8,0.00023146995226852596,C,0.00014849778381176293,6,0.00023146995226852596,(,0.0,1566
6143,18,22,1.5947373412927845e-06,C,8.761236358623137e-07,7,0.03263649716973305,F,0.001961747882887721,1566
6144,24,27,2.9594716393654226e-22,C,1.5083652710645885e-14,13,0.5473530888557434,N,1.0707333706587818e-23,1566
6145,37,40,2.7293046045429037e-08,C,9.922625872002544e-13,27,0.8360331654548645,),0.1619309037923813,1566
6146,3,5,1.4332583977626899e-31,C,0.0,3,1.4332583977626899e-31,(,0.0,1567
6147,20,24,1.0897202870817036e-21,C,5.3860708926976726e-24,8,0.7102960348129272,N,8.57318969066008e-31,1567
6148,26,29,6.08279526053407e-35,C,1.5125702946564555e-33,16,0.9986097812652588,N,2.126181864233136e-36,1567
6149,37,41,2.2869991972896253e-33,C,4.919178104740111e-38,17,0.8699809908866882,C,1.894066916967592e-17,1567
6150,17,22,4.738798329434468e-12,C,3.527502788681771e-17,3,0.9999291896820068,S,4.831550893554361e-15,1568
6151,6,8,0.00011691864347085357,C,2.4926342234721233e-07,6,0.00011691864347085357,(,0.0,1569
6152,17,20,2.217813259430823e-11,C,2.636578528836253e-07,7,0.9974088072776794,F,2.7795259427421115e-09,1569
6153,30,35,2.851792153119037e-12,C,2.4697708071383384e-13,23,0.7885516881942749,C,7.414018400944689e-14,1569
6154,4,7,6.156364307230433e-10,C,1.1274865589772087e-12,5,4.307307399642468e-09,O,4.307307399642468e-09,1570
6155,19,26,7.440434809198902e-19,C,5.681888117990262e-19,24,2.3875709352291774e-13,=,2.4580221213467424e-13,1570
6156,28,31,6.563582566343484e-09,C,1.7883225154946558e-05,17,0.9887596368789673,O,1.0557171803426968e-09,1570
6157,35,38,5.0580952660343425e-24,C,7.231080668718695e-25,17,4.796718781180896e-15,O,1.8023892023785117e-19,1570
6158,4,7,1.197255272700204e-07,C,2.6169117220420368e-11,2,0.003278033109381795,O,0.0010226400336250663,1571
6159,9,11,0.09958277642726898,C,0.06535656750202179,1,0.1847570538520813,C,0.0,1571
6160,15,18,3.737806952841538e-09,C,1.267800229243221e-07,13,3.9542527474623057e-07,N,3.4979155127956574e-09,1571
6161,23,25,5.457677563461445e-14,C,1.2596276589455454e-17,18,0.9999974966049194,),0.0,1571
6162,29,34,3.950390237150714e-05,N,6.638160812144633e-06,32,0.089675672352314,1,0.09008660912513733,1571
6163,40,42,0.9705061912536621,C,1.1223090328176671e-13,40,0.9705061912536621,(,0.0,1571
6164,46,49,0.9999459981918335,C,1.6694067325349546e-14,46,0.9999459981918335,(,5.265289360788976e-15,1571
6165,7,11,3.154638951474877e-16,C,1.2794943038714152e-17,9,0.9999945163726807,O,0.9999945163726807,1572
6166,20,25,9.39914586389565e-21,C,3.5873539279524345e-22,23,0.89918053150177,S,0.89918053150177,1572
6167,33,35,0.2618177533149719,C,0.0001031824285746552,30,0.5803951621055603,C,0.0,1572
6168,6,8,2.3354730505921556e-20,C,2.9243666979943634e-23,6,2.3354730505921556e-20,(,0.0,1573
6169,18,21,3.593549069424995e-11,C,1.4224809108398517e-09,16,5.944598888163455e-05,N,3.196369557922907e-11,1573
6170,26,29,2.3627130807390984e-10,C,7.550166876996319e-16,21,0.0009754948550835252,),1.9606648390350229e-13,1573
6171,4,7,3.769666889752443e-08,C,1.9582763854941732e-07,2,1.0169626420974964e-06,C,2.837741819305961e-09,1574
6172,16,19,5.276232784012791e-10,C,2.594474331554797e-12,17,0.5272071957588196,O,0.5272071957588196,1574
6173,27,32,9.038422679567837e-13,C,2.3815855537678843e-11,19,0.962319016456604,),9.447228156017617e-14,1574
6174,8,10,0.0019153481116518378,C,0.000114427886728663,5,0.057561252266168594,N,0.0,1575
6175,15,18,7.602895493619144e-05,S,0.00024018708791118115,5,0.005626704543828964,N,0.0003509563684929162,1575
6176,19,22,4.4418554945302446e-10,),1.2208516315947993e-11,20,4.9185103989657364e-08,=,4.9185103989657364e-08,1575
6177,29,33,5.45351561055517e-31,N,1.3487492406758596e-30,22,0.9999299049377441,),2.4650579387644005e-33,1575
6178,41,43,8.407790785948902e-45,C,0.0,33,4.733586446382761e-31,),0.0,1575
6179,3,5,1.4332583977626899e-31,C,0.0,3,1.4332583977626899e-31,(,0.0,1576
6180,6,8,4.3178683739597545e-08,),8.68015092692076e-07,1,4.4525946577778086e-05,C,0.0,1576
6181,12,14,3.468731649570317e-13,C,4.129478980985368e-09,9,0.9999983310699463,O,0.0,1576
6182,23,28,1.4824668141955044e-06,N,8.39617587189423e-06,25,1.436255388398422e-05,1,1.5160590919549577e-05,1576
6183,21,34,9.47255607286479e-10,C,2.875832350035523e-10,16,0.802577793598175,N,1.3565338008447725e-07,1576
6184,4,6,0.018107226118445396,C,0.004798540845513344,4,0.018107226118445396,(,0.0,1577
6185,13,17,6.2439632457500505e-12,C,1.4126193983882173e-15,5,1.6470032733195694e-06,N,3.053247377149404e-10,1577
6186,19,22,8.663155313115567e-05,S,0.004169049672782421,18,0.004169049672782421,S,0.00046233442844823003,1577
6187,23,26,0.010414701886475086,),0.0006054858095012605,23,0.010414701886475086,(,0.0031520300544798374,1577
6188,32,36,7.431073640873365e-07,N,5.77026685277815e-06,26,0.903214156627655,),8.10664957384688e-08,1577
6189,10,13,1.5776244785374594e-13,C,1.330235255281309e-09,9,1.330235255281309e-09,C,7.007303071127069e-11,1578
6190,18,20,0.0,C,0.0,0,0.0,<bos>,0.0,1578
6191,26,30,1.3148596735845786e-06,C,1.61726028125031e-08,19,0.8817278742790222,Cl,9.160848080114192e-09,1578
6192,32,35,9.568441721004353e-19,C,7.940596545915509e-20,33,6.838574709766218e-14,=,6.838574709766218e-14,1578
6193,17,21,0.0009219817584380507,C,0.000555552018340677,9,0.02993142418563366,2,0.013708225451409817,1579
6194,23,26,1.0244247050650301e-06,S,1.7946604202734306e-07,23,1.0244247050650301e-06,(,3.526551495269814e-09,1579
6195,27,30,6.682865205220878e-06,),3.3353739127051085e-05,22,0.0001997256767936051,S,3.0852065719955135e-06,1579
6196,32,37,1.386731701691346e-10,N,2.6503341743477904e-09,34,5.207693902775645e-05,C,5.2541206969181076e-05,1579
6197,40,42,9.80908925027372e-45,C,0.0,40,9.80908925027372e-45,(,0.0,1579
6198,15,19,4.267332940344204e-07,C,0.00040681278915144503,6,0.9392787218093872,O,4.505267270360491e-07,1580
6199,21,24,3.580897297433827e-12,S,4.806827801769021e-16,21,3.580897297433827e-12,(,7.757441980178314e-15,1580
6200,25,28,5.61312027969052e-08,),2.7328679763627406e-08,26,8.165025064954534e-06,=,8.165025064954534e-06,1580
6201,34,36,1.256933842341823e-06,N,2.716377093747724e-05,3,0.8050064444541931,C,0.0,1580
6202,7,9,0.004100882448256016,C,0.09421282261610031,5,0.27659887075424194,N,0.0,1581
6203,13,15,0.28465399146080017,C,0.006571502890437841,13,0.28465399146080017,(,0.0,1581
6204,22,25,3.8381832471015246e-31,C,4.660470050017208e-26,19,0.9978530406951904,C,1.401298464324817e-45,1581
6205,27,30,1.401298464324817e-45,N,1.8216880036222622e-44,19,0.9959800243377686,C,0.0,1581
6206,14,17,6.260079771891469e-06,C,0.00012002263247268274,10,0.5137965083122253,=,3.1842586167840636e-07,1582
6207,25,30,4.4239466961710355e-14,C,7.299819602957225e-12,22,0.9997499585151672,C,1.2042436381420885e-08,1582
6208,34,36,0.0,C,0.0,0,0.0,<bos>,0.0,1582
6209,10,13,6.497139800043397e-35,C,4.6078649607982916e-35,11,1.9767935849473162e-31,=,1.9767935849473162e-31,1583
6210,21,25,0.001050389721058309,C,3.187737820553593e-05,19,0.008879758417606354,O,0.0022635089699178934,1583
6211,30,32,1.2577809833978995e-19,C,1.3473156547853708e-31,25,1.0,),0.0,1583
6212,36,38,0.0,N,0.0,25,1.0,),0.0,1583
6213,4,7,1.197255272700204e-07,C,2.6169117220420368e-11,2,0.003278033109381795,O,0.0010226400336250663,1584
6214,15,17,5.3824107453692704e-05,C,7.013630238361657e-05,1,0.8757972121238708,C,0.0,1584
6215,19,23,1.7908964589086196e-10,C,7.015603387117153e-08,17,0.7930181622505188,),4.797273689405301e-13,1584
6216,26,29,0.00011282859486527741,C,1.5854209777899086e-05,24,0.00012177536700619385,O,6.219885108293965e-05,1584
6217,7,9,3.848311939174778e-35,C,3.0750093501143786e-41,7,3.848311939174778e-35,(,0.0,1585
6218,13,15,5.9316862461855635e-06,C,5.842611727757685e-09,8,0.02121444046497345,Cl,0.0,1585
6219,20,23,2.977346559400462e-14,C,1.6985593704124669e-13,15,5.5963796964653145e-12,),2.577006685979379e-15,1585
6220,27,30,6.236795058967021e-24,C,2.66803455099621e-23,28,1.2193203160884515e-19,=,1.2193203160884515e-19,1585
6221,4,6,1.144324413004938e-09,C,1.1421105116607867e-14,4,1.144324413004938e-09,(,0.0,1586
6222,19,22,0.017220688983798027,C,2.8374627163429977e-06,20,0.46031302213668823,O,0.46031302213668823,1586
6223,26,29,0.0,C,0.0,16,1.0,N,0.0,1586
6224,5,7,1.5065439656328407e-27,C,2.970333945807539e-34,5,1.5065439656328407e-27,(,0.0,1587
6225,11,13,1.2735292905705588e-20,C,6.119642114793554e-24,6,1.0,F,0.0,1587
6226,23,25,5.83586029279104e-07,C,0.5473659038543701,22,0.5473659038543701,C,0.0,1587
6227,19,28,2.94406055090235e-10,N,5.941788727703567e-11,26,4.057959813508205e-06,=,4.763581273437012e-06,1587
6228,36,40,4.4501619413495064e-05,C,8.551646715204697e-06,23,0.7420783042907715,(,3.2617060696793487e-07,1587
6229,15,18,1.4917006702474247e-24,S,2.2111274190974672e-23,12,1.2367282803808417e-18,C,3.785280490597005e-29,1588
6230,19,22,8.961473213275895e-06,),1.176360274257604e-05,12,0.06824919581413269,C,7.525040928157978e-07,1588
6231,30,35,0.005067183170467615,C,0.0033465493470430374,5,0.5167903900146484,N,0.001624874072149396,1588
6232,37,39,0.024927526712417603,N,0.028844470158219337,12,0.27243128418922424,C,0.0,1588
6233,41,43,2.599849494799855e-06,C,1.710204014671035e-05,37,0.8208197355270386,(,0.0,1588
6234,5,7,3.496448828409033e-21,C,1.0932879522612379e-26,5,3.496448828409033e-21,(,0.0,1589
6235,18,22,1.952759343115673e-10,C,8.08379022222824e-15,6,0.9999828338623047,Br,1.906393515271887e-10,1589
6236,30,35,0.011589807458221912,C,7.014200491539668e-06,6,0.9200639724731445,Br,3.202985317329876e-05,1589
6237,13,16,9.861597632020443e-18,C,6.483021042745507e-13,1,0.8315020203590393,N,1.4991655985788563e-18,1590
6238,23,26,0.0,C,0.0,16,0.5804803371429443,),0.0,1590
6239,27,29,4.749259796196781e-13,),7.303967814679263e-14,13,0.9768896698951721,(,0.0,1590
6240,16,18,1.89597687949572e-06,C,2.798293508021743e-06,13,0.9934972524642944,N,0.0,1591
6241,20,24,4.954574170571813e-16,C,1.4331060284180854e-16,22,0.998376727104187,N,0.998376727104187,1591
6242,29,31,0.02923234924674034,C,4.49186991318129e-05,16,0.876906156539917,(,0.0,1591
6243,27,33,0.00023574673105031252,N,3.4993270674021915e-05,16,0.9733461737632751,(,1.8057503439194988e-06,1591
6244,11,14,1.857900497270748e-05,C,3.5020602240365406e-07,11,1.857900497270748e-05,(,1.1473262873096246e-07,1592
6245,18,21,3.2638695940782807e-25,C,8.615234994985014e-26,19,9.270001053826909e-23,=,9.270001053826909e-23,1592
6246,31,35,0.0005638547008857131,C,4.8040215915534645e-05,18,0.0008466600556857884,(,0.00013968453276902437,1592
6247,37,39,0.0,C,0.0,21,4.203895392974451e-43,),0.0,1592
6248,40,42,2.595611341149346e-14,),4.318191583387726e-13,28,0.5299558043479919,=,0.0,1592
6249,21,25,1.4545881074494346e-16,N,6.161188062286851e-15,17,0.9999598264694214,1,2.3237791537606224e-26,1593
6250,27,30,0.044331926852464676,S,0.08963370323181152,26,0.08963370323181152,S,0.0004923503729514778,1593
6251,31,34,0.03119298629462719,),0.004045582842081785,27,0.04257863014936447,(,0.010365579277276993,1593
6252,38,40,0.9999895095825195,C,5.738358140661148e-06,38,0.9999895095825195,(,0.0,1593
6253,7,9,9.916216292538138e-09,C,1.159171105769019e-07,6,1.159171105769019e-07,C,0.0,1594
6254,13,17,4.85692908114288e-05,C,1.6947747383255773e-07,11,0.00020374386804178357,N,0.00014906197611708194,1594
6255,19,21,0.00010530604777159169,N,4.335287303547375e-05,15,0.0018490523798391223,N,0.0,1594
6256,24,27,6.103907810722378e-23,C,1.820786035243815e-18,19,5.58262680874777e-12,(,3.979969591131542e-17,1594
6257,36,41,9.276913033318124e-07,C,1.6350870879477952e-08,19,0.898078978061676,(,2.3506934212491615e-06,1594
6258,2,4,4.441260900711619e-11,O,3.858473302759753e-18,2,4.441260900711619e-11,(,0.0,1595
6259,12,19,4.073066151022431e-08,C,1.2612044741899808e-08,17,0.00187669915612787,O,0.0020685442723333836,1595
6260,22,24,8.250125574704725e-06,1,0.00038035959005355835,21,0.00038035959005355835,1,0.0,1595
6261,32,34,0.4068065881729126,C,0.012093787081539631,32,0.4068065881729126,(,0.0,1595
6262,27,37,4.1326879151217213e-19,C,2.1357900351347208e-19,34,5.411746863083402e-15,),5.696967420379395e-15,1595
6263,38,40,0.36382225155830383,),3.756949081434868e-05,38,0.36382225155830383,(,0.0,1595
6264,9,11,0.001465040841139853,C,0.0006905375048518181,3,0.48333147168159485,C,0.0,1596
6265,17,20,1.4077705600357149e-05,C,4.7342375182779506e-05,9,0.47370606660842896,(,9.916064300341532e-06,1596
6266,22,24,0.0066684274934232235,C,0.014160823076963425,12,0.40680038928985596,C,0.0,1596
6267,29,31,4.6604164083419164e-08,C,0.0001952867314685136,24,0.9887349009513855,),0.0,1596
6268,4,7,6.366677212099603e-07,S,1.2391818682289113e-09,4,6.366677212099603e-07,(,8.248282057365941e-09,1597
6269,8,10,0.009173665195703506,),0.0026684594340622425,3,0.6477153301239014,S,0.0,1597
