,position of first of a pair,position of second of a pair,score of first of a pair,token before the pair,score of the token before the pair,position of max score in saliency map,max score in saliency map,max score token,sum of score between pair,which smile
10591,4,15,1.7722688872012782e-09,C,2.1791662918602128e-10,13,0.3885602355003357,n,0.38856446743011475,3021
10592,21,35,1.0148212131744216e-11,C,1.6073440321784371e-12,33,0.0011332083959132433,2,0.001133322948589921,3021
10593,13,23,4.1342550542871367e-16,c,2.9383657643546404e-16,19,0.999405026435852,n,0.9994085431098938,3022
10594,6,31,1.8780072982838014e-12,c,1.7373548685307473e-14,27,0.0006452134693972766,2,0.0006455793045461178,3022
10595,34,36,3.277672476542648e-06,c,1.894404988433962e-07,7,0.0007647383608855307,S,0.0,3022
10596,17,20,2.0004127513554973e-19,C,6.677164069086604e-22,17,2.0004127513554973e-19,(,2.5164003515051257e-21,3023
10597,15,30,4.4219469752526663e-10,c,2.0338540573927588e-10,28,0.6275539398193359,O,0.627554178237915,3023
10598,4,7,0.02973591722548008,N,0.15685521066188812,3,0.15685521066188812,N,0.025406496599316597,3024
10599,9,12,8.756535129156653e-14,C,4.701430539230103e-15,10,4.890519544886729e-09,=,4.890519544886729e-09,3024
10600,24,26,0.02683628536760807,C,9.69046843253839e-26,24,0.02683628536760807,(,0.0,3024
10601,22,34,2.1633240337992632e-11,c,2.2289013083126585e-12,32,0.009656407870352268,O,0.009656413458287716,3024
10602,13,16,2.712339088137977e-13,c,9.320216582016372e-14,9,2.69701518063048e-11,[nH],1.0612666344680943e-12,3025
10603,18,26,4.4942502497313797e-10,n,2.3063471271678182e-11,20,1.8011813835983048e-06,4,1.801512098609237e-06,3025
10604,14,17,7.130429358352078e-21,S,3.6548473763332076e-16,13,3.6548473763332076e-16,S,2.7724063291314305e-20,3026
10605,18,21,2.8030205916221442e-36,),0.0,18,2.8030205916221442e-36,(,2.1019476964872256e-44,3026
10606,27,29,2.6605856406902717e-11,c,3.630436744414198e-14,13,1.404517335767963e-10,S,0.0,3026
10607,3,6,2.0977285445093756e-17,S,3.158274129542627e-20,3,2.0977285445093756e-17,(,5.9688525821213924e-18,3027
10608,7,10,7.675610127144076e-15,),1.7683668305483599e-16,7,7.675610127144076e-15,(,1.6466257422101891e-18,3027
10609,19,22,7.0191383087780945e-12,C,4.937435286064734e-18,19,7.0191383087780945e-12,(,3.370681893864226e-14,3027
10610,17,32,1.737973306936702e-11,N,2.648719577003078e-10,29,0.9931934475898743,[nH],0.993201494216919,3027
10611,3,5,0.08516626060009003,C,0.07320992648601532,3,0.08516626060009003,(,0.0,3028
10612,11,13,0.0,c,0.0,0,0.0,<bos>,0.0,3028
10613,17,20,1.2716121558509208e-12,C,8.241249349616453e-11,18,5.365983213323489e-09,=,5.365983213323489e-09,3028
10614,26,28,0.9776487946510315,C,4.920932951790746e-06,26,0.9776487946510315,(,0.0,3028
10615,15,31,2.1524131462567765e-31,c,3.188141101216859e-32,28,3.1384815715653085e-20,),3.7880671528380547e-20,3028
10616,14,17,8.680927979692605e-31,C,2.1630339062919885e-36,14,8.680927979692605e-31,(,1.5755566545962368e-38,3029
10617,23,25,0.01890985295176506,C,0.00022740759595762938,19,0.037897709757089615,3,0.0,3029
10618,12,30,3.2268191590967277e-11,C,3.137139853448545e-12,25,0.00017852979362942278,),0.0001951297017512843,3029
10619,7,36,2.3646174967477827e-27,c,8.254703056807612e-29,33,1.194759284453388e-14,2,1.194759623266567e-14,3029
10620,4,7,9.285282774391036e-32,C,5.7352693872502194e-39,5,8.166076238554032e-27,=,8.166076238554032e-27,3030
10621,15,18,9.271163519256842e-24,C,1.8380839462813592e-28,16,3.910848102745565e-15,=,3.910848102745565e-15,3030
10622,30,32,0.01667497493326664,C,9.74020531430142e-06,30,0.01667497493326664,(,0.0,3030
10623,13,35,1.164613284282412e-11,N,3.011445953715608e-11,32,3.862922312691808e-05,),3.870861473842524e-05,3030
10624,10,13,4.004822232635698e-18,C,8.870923457369006e-27,11,6.912794989211157e-12,=,6.912794989211157e-12,3031
10625,23,25,1.9025911797143635e-06,c,3.216059099031554e-07,19,0.0008015534840524197,n,0.0,3031
10626,8,32,1.5642719465781716e-21,N,1.2237250205385537e-20,19,0.07008402049541473,n,0.07008738070726395,3031
10627,4,7,8.107701432933637e-17,C,7.809467093075687e-21,5,1.0221763320382362e-16,=,1.0221763320382362e-16,3032
10628,15,18,6.009968633868823e-10,C,2.173350735490409e-11,13,3.9664527662353066e-08,N,2.6852955414824464e-08,3032
10629,25,27,0.0020988231990486383,C,0.0488908477127552,22,0.8639538884162903,O,0.0,3032
10630,12,29,1.240835656446393e-09,c,2.578935398567239e-10,22,0.7766141891479492,O,0.776918888092041,3032
10631,4,29,4.7089559984669904e-07,C,8.064952083941535e-08,20,0.24047189950942993,-,0.24107573926448822,3033
10632,10,13,3.9837202077534598e-25,C,1.2476519539980785e-31,11,1.303905582480228e-18,=,1.303905582480228e-18,3034
10633,8,30,2.866081666701853e-13,c,1.1346166248291795e-13,28,6.04708147875499e-05,3,6.048849172657356e-05,3034
10634,10,13,5.446170481642989e-21,C,2.0561192090283657e-17,9,2.0561192090283657e-17,C,1.7910400000309486e-18,3035
10635,23,25,3.007123475157171e-35,c,1.713737579988947e-31,22,1.713737579988947e-31,c,0.0,3035
10636,16,28,8.760457035350555e-07,C,1.4116490199000964e-08,24,0.00018030282808467746,F,0.00024337699869647622,3035
10637,8,36,5.49333798935403e-14,C,6.128488778874572e-16,34,9.132560876423668e-07,C,1.4601218936149962e-06,3035
10638,7,9,0.0054084244184195995,c,0.006045442074537277,6,0.006045442074537277,c,0.0,3036
10639,22,24,0.0007817427976988256,c,0.003337705973535776,17,0.1711309403181076,1,0.0,3036
10640,15,27,0.00013999544898979366,C,2.3390398382616695e-06,23,0.005585329607129097,O,0.00619159871712327,3036
10641,3,5,0.08516626060009003,C,0.07320992648601532,3,0.08516626060009003,(,0.0,3037
10642,10,13,1.429885389297065e-21,C,1.3653055500375239e-23,11,2.2832513371420287e-21,=,2.2832513371420287e-21,3037
10643,15,17,0.05865241214632988,N,0.019297294318675995,5,0.100987009704113,),0.0,3037
10644,22,24,0.9999876022338867,C,2.336432022725156e-21,22,0.9999876022338867,(,0.0,3037
10645,20,27,2.6764800668604006e-43,1,0.0,24,1.5844854548774543e-35,),1.5851541320838547e-35,3037
10646,4,23,6.9623662390938534e-09,C,2.395386999864968e-09,12,0.00017909960297401994,n,0.00040725007420405746,3038
10647,14,33,3.466379538963338e-08,N,4.672608611144824e-08,31,0.00262451427988708,#,0.0026623238809406757,3039
10648,7,37,5.9069446223247724e-08,c,2.7148603365390045e-09,31,0.003074976382777095,#,0.003383457427844405,3039
10649,9,12,2.1518047343960234e-09,C,1.6057581696607426e-12,10,9.374603848755214e-08,=,9.374603848755214e-08,3040
10650,13,16,1.4292309838193245e-36,C,1.401298464324817e-45,14,2.599218585473617e-24,=,2.599218585473617e-24,3041
10651,29,31,4.5841632527299225e-05,C,1.4873703548801132e-05,29,4.5841632527299225e-05,(,0.0,3041
10652,10,34,2.759052848924067e-25,c,8.548581795172078e-26,31,7.858989067160982e-13,),7.858989067160982e-13,3041
10653,3,6,2.2311976675519067e-25,C,2.327981174522396e-37,3,2.2311976675519067e-25,(,3.3957158887062476e-31,3042
10654,16,19,5.257162501086783e-23,C,1.70473406908792e-30,17,5.100135508699321e-18,=,5.100135508699321e-18,3042
10655,23,25,2.563887164797052e-06,c,3.1537688016669563e-09,23,2.563887164797052e-06,(,0.0,3042
10656,13,36,1.4179145550646134e-20,c,3.443200288166282e-21,34,1.7586060607754916e-08,2,1.7586062384111756e-08,3042
10657,22,25,5.046902355308433e-22,C,2.952787601982823e-20,23,6.549827848431687e-18,=,6.549827848431687e-18,3043
10658,17,35,3.301509952258531e-19,c,1.3499769097982485e-22,11,1.507860633864766e-05,-,6.3928202331418535e-15,3043
10659,13,15,1.0028679016769416e-17,c,2.2138422031991592e-18,13,1.0028679016769416e-17,(,0.0,3044
10660,19,21,4.663649058134298e-16,c,4.4276253663820975e-19,19,4.663649058134298e-16,(,0.0,3045
10661,10,24,1.7490127124375476e-09,N,1.3288894429308584e-09,20,1.5625000742147677e-05,F,1.841374069044832e-05,3045
10662,7,30,2.1283891316059567e-10,c,4.0607073259479876e-11,27,8.943198736233171e-06,C,2.3492259060731158e-05,3045
10663,9,12,0.01157401129603386,c,0.0001275399117730558,10,0.04589386284351349,c,0.04589386284351349,3046
10664,22,25,3.78914087204724e-20,c,2.2998521319849343e-28,23,1.2912514990354087e-14,=,1.2912514990354087e-14,3046
10665,19,21,1.2700420988373208e-26,C,2.736235816228265e-32,19,1.2700420988373208e-26,(,0.0,3047
10666,22,24,3.4115193309203207e-11,),1.2631834814258447e-11,22,3.4115193309203207e-11,(,0.0,3047
10667,16,26,1.3402410418502682e-17,c,5.1031716751376966e-18,22,1.1397347367096688e-13,(,1.9586132574741372e-13,3047
10668,9,30,3.9079215419235425e-09,c,1.769863422484974e-10,7,0.0002780933864414692,n,5.7668225053930655e-05,3047
10669,4,13,4.163379752782884e-16,C,4.924796069702501e-19,11,0.22643932700157166,s,0.22643932700157166,3048
10670,16,24,0.8041427135467529,1,2.434288881580926e-12,16,0.8041427135467529,(,4.647665718948701e-06,3048
10671,11,13,0.019848762080073357,N,0.07045159488916397,10,0.07045159488916397,N,0.0,3049
10672,15,18,8.253603305292708e-21,C,2.407282132356177e-22,16,1.134978917761379e-14,=,1.134978917761379e-14,3049
10673,25,33,1.7517981509840297e-10,c,3.7490222731806355e-11,26,4.6424784159171395e-06,O,5.786387646367075e-06,3049
10674,8,36,7.300424771152105e-18,c,9.513302895347334e-19,23,5.144389803035665e-08,n,5.2060688204846883e-08,3049
10675,20,23,2.1089546758234758e-16,C,2.508390569378906e-19,18,3.578314673648858e-13,N,5.996890944980418e-14,3050
10676,29,31,8.604987669968978e-06,C,4.807213827007217e-07,11,0.001222461462020874,N,0.0,3050
10677,16,34,3.2864908169026597e-13,C,2.6781281727873696e-13,30,0.00011433108011260629,O,0.00011809367424575612,3050
10678,7,9,0.0030134159605950117,c,0.0019283643923699856,3,0.3246578276157379,n,0.0,3051
10679,14,17,4.4248336768793963e-29,C,5.027106048664093e-24,13,5.027106048664093e-24,C,8.373964198239101e-27,3051
10680,19,21,0.003711178433150053,N,0.0016328804194927216,13,0.14103581011295319,C,0.0,3051
10681,27,37,1.405697332646692e-17,c,1.3252683489800224e-18,35,0.9820811152458191,n,0.9820811152458191,3051
10682,19,22,0.0007309748325496912,c,1.5123466710065259e-06,19,0.0007309748325496912,(,6.286312782322057e-06,3052
10683,8,32,4.74803425742909e-11,c,1.2067969236764786e-12,27,0.001215261174365878,C,0.0016362559981644154,3052
10684,10,14,1.0982457131214485e-11,C,1.947805532642712e-17,12,1.682148763393343e-06,O,1.6821586541482247e-06,3053
10685,17,20,4.9907829482831914e-24,C,8.608876758755563e-30,18,1.182425912994126e-15,=,1.182425912994126e-15,3053
10686,26,28,6.742881364374398e-09,c,1.1968096735870404e-08,10,0.9487738609313965,(,0.0,3053
10687,8,34,1.024298626027141e-15,c,6.052377574607853e-16,31,5.423088168754475e-06,2,5.423668426374206e-06,3053
10688,11,14,0.0,C,0.0,12,2.802596928649634e-45,=,2.802596928649634e-45,3054
10689,28,30,3.372057475370567e-14,c,1.3882184438206299e-16,26,0.9996641874313354,s,0.0,3054
10690,21,33,3.2572933066077336e-12,c,6.0217477705626354e-12,31,0.21496360003948212,n,0.2168927639722824,3054
10691,8,36,2.7697652114563875e-14,c,4.125991506732842e-15,34,0.0001818171003833413,o,0.00018181921041104943,3054
10692,16,19,9.055284522219154e-07,c,2.895693640425634e-08,14,2.7650119136524154e-06,3,1.6911190670043652e-08,3055
10693,6,24,1.1858037812070335e-24,c,2.2477504306819125e-28,22,6.549804587585584e-10,O,6.575711641865212e-10,3055
10694,29,31,6.9285861172829755e-06,c,7.382130570476875e-05,25,0.007172728888690472,n,0.0,3055
10695,33,35,1.5448798649231321e-06,c,3.856582608818826e-09,7,0.0001548607397126034,N,0.0,3055
10696,12,15,1.0436955417855661e-20,C,2.851046849462547e-25,13,6.930111866310096e-13,=,6.930111866310096e-13,3056
10697,23,32,9.902668907102452e-09,c,9.497870934183084e-09,29,0.0002457333030179143,n,0.0003352896892465651,3056
10698,8,35,1.9412698293308495e-07,c,4.640785888909704e-08,28,0.2517612874507904,n,0.4042172431945801,3056
10699,5,27,5.046625228472429e-25,c,1.1698703224210608e-26,24,3.034799433976332e-08,C,3.0349280422115044e-08,3057
10700,5,8,1.3178045419758207e-14,C,5.874364154339766e-18,6,4.7886479503933543e-11,=,4.7886479503933543e-11,3058
10701,18,21,1.0636042047096339e-10,c,8.746873818420712e-17,18,1.0636042047096339e-10,(,2.5856388834481422e-14,3058
10702,3,26,1.6668015252104854e-17,C,3.7507077989660386e-19,24,0.07028936594724655,O,0.07028962671756744,3058
10703,8,11,5.318880478608281e-26,C,2.967237007125304e-30,9,5.225841215810815e-19,=,5.225841215810815e-19,3059
10704,3,26,3.603838294452544e-08,N,8.978280341409572e-09,24,0.06104882434010506,C,0.06121540442109108,3059
10705,28,31,1.0241205830126618e-30,C,1.659490201496576e-25,27,1.659490201496576e-25,C,9.814815472868667e-31,3059
10706,34,36,0.16359102725982666,C,3.3479843897232797e-10,34,0.16359102725982666,(,0.0,3059
10707,37,39,1.5385490996777662e-06,),0.00017484698037151247,36,0.00017484698037151247,),0.0,3059
10708,8,11,3.177684568030622e-26,C,3.369301645801091e-39,9,1.8972751636507615e-23,=,1.8972751636507615e-23,3060
10709,13,15,0.00057415192713961,C,6.05356581218075e-05,5,0.0057212053798139095,N,0.0,3060
10710,16,18,2.5959366212191526e-07,),3.487670710455859e-06,15,3.487670710455859e-06,),0.0,3060
10711,6,20,1.1970231916791363e-08,N,5.115181193104945e-05,5,5.115181193104945e-05,N,6.300048698903993e-05,3060
10712,26,28,0.12258031964302063,C,1.2227556908328552e-05,26,0.12258031964302063,(,0.0,3060
10713,11,14,1.1825907440810024e-11,C,2.461596752850086e-15,12,1.26138072209514e-10,=,1.26138072209514e-10,3061
10714,8,30,1.7079160841149132e-07,c,2.9257309464014725e-08,28,0.010048258118331432,s,0.012780643068253994,3061
10715,9,11,1.6059953425916137e-22,c,3.777893750168835e-22,8,3.777893750168835e-22,c,0.0,3062
10716,17,20,1.7520365158674167e-09,C,7.33473726199918e-09,16,7.33473726199918e-09,C,1.9188174473264673e-14,3062
10717,30,32,0.16636593639850616,N,0.005925420671701431,30,0.16636593639850616,(,0.0,3062
10718,28,34,1.9697965350629223e-20,c,1.3682447274412416e-25,10,1.0,Cl,9.356494745649258e-11,3062
10719,12,24,1.250103354166754e-10,c,1.1824672100854694e-12,17,0.9362460374832153,2,0.96729975938797,3063
10720,4,7,8.107701432933637e-17,C,7.809467093075687e-21,5,1.0221763320382362e-16,=,1.0221763320382362e-16,3064
10721,26,28,0.003521319944411516,c,0.0029227978084236383,20,0.05821506679058075,-,0.0,3064
10722,19,31,1.0361609140141503e-11,c,5.555349149449773e-12,29,0.028088167309761047,n,0.028093669563531876,3064
10723,13,35,2.8296009979555947e-09,N,2.737353677062515e-09,33,0.08088749647140503,n,0.08093122392892838,3064
10724,10,19,8.394425432545205e-11,c,1.4119512850574445e-12,17,0.994721531867981,s,0.994721531867981,3065
10725,9,12,0.001229856046847999,c,3.3601747873035492e-06,10,0.00367580633610487,c,0.00367580633610487,3066
10726,20,26,2.902966116380412e-07,c,5.5560690596923035e-12,20,2.902966116380412e-07,(,8.974719634124995e-09,3066
10727,15,30,6.931363251610546e-17,C,1.7944370240115507e-19,28,1.186190183943836e-05,o,1.1862159226438962e-05,3066
10728,9,12,1.2541265769998227e-17,C,4.798845510667342e-21,10,1.3688454437407194e-17,=,1.3688454437407194e-17,3067
10729,22,25,2.898609442805811e-24,C,4.960588417419207e-30,22,2.898609442805811e-24,(,9.77695470484423e-25,3067
10730,19,31,1.0654024663381279e-05,c,6.570828645635629e-07,20,3.809215922956355e-05,N,3.8112630136311054e-05,3067
10731,7,35,3.1379755158255154e-14,c,4.513754719656388e-15,32,0.001273416099138558,n,0.0012735676718875766,3067
10732,8,11,1.892390928200642e-21,C,5.530662364404156e-31,9,2.8171083087807913e-12,=,2.8171083087807913e-12,3068
10733,16,18,0.015865664929151535,c,0.004808573052287102,2,0.1287902146577835,O,0.0,3068
10734,20,22,1.8393394118638566e-28,c,9.820579897681183e-41,20,1.8393394118638566e-28,(,0.0,3068
10735,5,27,0.0,C,0.0,0,0.0,<bos>,0.0,3068
10736,29,31,3.8514672007217143e-10,C,4.582683121867603e-09,27,1.7412734365507276e-08,),0.0,3068
10737,14,17,0.0,C,0.0,15,4.994641236155748e-27,=,4.994641236155748e-27,3069
10738,8,29,1.4713586699963442e-27,c,9.502120057696825e-29,27,2.049353533362172e-17,2,2.0493624669127875e-17,3069
10739,6,9,9.49487314442796e-29,C,5.6979397244244744e-30,6,9.49487314442796e-29,(,9.077922552236492e-29,3070
10740,17,19,3.2077767109228716e-09,c,7.719259953464785e-11,17,3.2077767109228716e-09,(,0.0,3070
10741,4,23,0.9895137548446655,1,0.0004374136624392122,4,0.9895137548446655,(,0.0013731939252465963,3070
10742,27,29,2.3962998147049305e-27,1,4.810041125608434e-22,26,4.810041125608434e-22,1,0.0,3070
10743,10,13,3.9837202077534598e-25,C,1.2476519539980785e-31,11,1.303905582480228e-18,=,1.303905582480228e-18,3071
10744,20,24,1.7214611420584757e-25,c,1.448248281035675e-28,22,3.1583061276804552e-15,#,3.1583061276804552e-15,3071
10745,8,27,2.710727412885958e-20,c,8.225224709492317e-21,25,0.988044798374176,s,0.988044798374176,3071
10746,7,9,0.02966504916548729,c,0.06683766096830368,6,0.06683766096830368,c,0.0,3072
10747,13,16,2.344138101131269e-14,S,1.5270488866458987e-13,12,1.5270488866458987e-13,S,5.151254585649551e-15,3072
10748,18,20,8.358780178241432e-06,C,0.0007381291943602264,12,0.008251960389316082,S,0.0,3072
10749,22,25,8.68549045530381e-33,C,1.007119552214777e-32,23,4.885321420096508e-30,=,4.885321420096508e-30,3072
10750,31,33,1.3108781786286272e-05,C,5.0770658788223955e-09,31,1.3108781786286272e-05,(,0.0,3072
10751,11,37,1.0921744194800076e-12,c,3.593548202063257e-12,12,1.0,S,1.0,3072
10752,10,14,4.006444002944669e-17,C,1.906128507938201e-20,12,2.0727451754964932e-08,#,2.0727451754964932e-08,3073
10753,8,25,1.1887365047869025e-07,c,1.320268694371407e-07,15,0.830145537853241,N,0.9640538096427917,3073
10754,27,30,4.342896602338442e-07,c,1.4289079641738311e-10,28,4.171954515186371e-06,O,4.171954515186371e-06,3073
10755,11,14,2.762758831175134e-26,C,1.6896856882828644e-41,12,4.4380850313134254e-15,=,4.4380850313134254e-15,3074
10756,16,18,0.013752286322414875,N,0.026904569938778877,15,0.026904569938778877,N,0.0,3074
10757,8,29,2.8367341620416334e-20,c,4.857135894458188e-21,27,2.61520371330759e-11,2,2.6152090909503656e-11,3074
10758,7,10,2.1234665698816081e-26,C,5.291840927709255e-34,8,7.022901735223545e-23,=,7.022901735223545e-23,3075
10759,22,24,2.377133441380875e-28,c,2.8085577534014535e-26,21,2.8085577534014535e-26,c,0.0,3075
10760,15,28,2.5171794959533145e-07,c,4.174925738453794e-09,23,0.027060426771640778,F,0.02727169170975685,3075
10761,4,32,2.5540595416373435e-08,C,1.45423548758572e-08,30,0.3983667492866516,n,0.3985913097858429,3075
10762,4,7,1.181961780107422e-22,C,1.1825528088368283e-29,5,1.7594525175931295e-22,=,1.7594525175931295e-22,3076
10763,13,15,0.017565367743372917,c,0.02460920438170433,2,0.03547727316617966,O,0.0,3076
10764,20,23,1.8027078311014244e-13,S,8.194081601686776e-05,19,8.194081601686776e-05,S,1.0838503488805329e-13,3076
10765,24,27,1.7388384927291053e-18,),4.0454278852475413e-29,24,1.7388384927291053e-18,(,1.2578618920015649e-20,3076
10766,31,33,0.8158667087554932,c,1.1267616173427086e-06,31,0.8158667087554932,(,0.0,3076
10767,17,39,2.923275775353704e-29,c,8.445679586646723e-31,19,6.927990048777224e-15,S,6.9297226546708324e-15,3076
10768,4,7,1.181961780107422e-22,C,1.1825528088368283e-29,5,1.7594525175931295e-22,=,1.7594525175931295e-22,3077
10769,16,19,4.828426273715235e-14,C,2.4803576122899397e-20,16,4.828426273715235e-14,(,4.585187549197185e-15,3077
10770,22,24,0.0004344889021012932,C,0.0001603797427378595,22,0.0004344889021012932,(,0.0,3077
10771,14,33,9.517242549605953e-10,N,6.0592535433556804e-09,21,1.341948632216372e-06,C,2.560313760113786e-06,3077
10772,13,16,1.4523296651302047e-30,C,8.734723143369873e-35,14,8.875061864818626e-25,=,8.875061864818626e-25,3078
10773,18,24,4.428622402743174e-15,N,2.7005911752639455e-16,22,5.777239948656643e-06,#,5.7772531363298185e-06,3078
10774,10,30,1.823312619051061e-14,c,1.8594162125816494e-14,28,3.429619255257421e-06,C,3.9167707654996775e-06,3078
10775,6,8,0.003922644536942244,n,0.8588197827339172,5,0.8588197827339172,n,0.0,3079
10776,12,15,8.969492086997183e-14,C,1.2218406896056383e-13,13,1.2994710342495441e-11,=,1.2994710342495441e-11,3079
10777,20,23,5.616664885331425e-16,C,1.6630428045956436e-13,19,1.6630428045956436e-13,C,7.758703889863133e-14,3079
10778,10,32,1.510892452816215e-11,c,1.3879049298726187e-10,19,0.020661748945713043,C,0.022102534770965576,3079
10779,9,12,7.912620618400965e-14,C,2.5711754570605962e-14,10,1.0853603714562621e-13,=,1.0853603714562621e-13,3080
10780,19,21,8.221421229102262e-37,c,1.7388068046513066e-39,19,8.221421229102262e-37,(,0.0,3080
10781,26,29,5.289369236929995e-15,C,1.6105457354038955e-13,25,1.6105457354038955e-13,C,1.8684454143927907e-15,3080
10782,6,37,2.141345393053324e-20,c,8.444041597955163e-23,20,4.156244176556356e-05,Cl,4.1622020944487303e-05,3080
10783,17,20,2.5928133795663283e-15,S,3.55745363722626e-11,16,3.55745363722626e-11,S,1.9450169413616733e-17,3081
10784,21,24,1.0681698581205268e-11,),1.6351109190720437e-15,16,2.581248825794802e-10,S,1.2363624880828983e-11,3081
10785,29,31,2.828971901180921e-06,n,6.978573765081819e-06,28,6.978573765081819e-06,n,0.0,3081
10786,8,35,2.526502953514864e-07,c,1.5864885938299267e-07,33,0.08650031685829163,n,0.08656424283981323,3081
10787,10,13,8.307595128708149e-19,C,4.087232692563056e-21,10,8.307595128708149e-19,(,2.0941355136202805e-20,3082
10788,15,17,0.04540379345417023,N,0.026872921735048294,15,0.04540379345417023,(,0.0,3082
10789,20,22,5.699775229572879e-08,C,9.961063085484057e-10,20,5.699775229572879e-08,(,0.0,3082
10790,23,25,7.953638442304012e-11,),2.7262780317245834e-15,23,7.953638442304012e-11,(,0.0,3082
10791,6,27,3.310042127543933e-14,c,3.286445144886144e-14,23,1.306460717387381e-09,(,1.6311506589872238e-09,3082
10792,10,13,1.338403799529866e-29,S,6.712152940121852e-29,11,5.1053900657521875e-26,=,5.1053900657521875e-26,3083
10793,14,17,3.889299429057461e-18,),8.130742511496721e-25,14,3.889299429057461e-18,(,1.932374084435392e-21,3083
10794,28,30,0.0002715729351621121,c,2.093885086651426e-06,28,0.0002715729351621121,(,0.0,3083
10795,23,34,5.0430675890493987e-26,C,1.5068149680501403e-28,32,0.9361086487770081,o,0.9361086487770081,3083
10796,8,38,2.4498798822936152e-11,c,7.531554725584769e-14,36,3.281527460785583e-05,C,3.5292909160489216e-05,3083
10797,12,15,8.443424518284105e-31,C,2.2934710048778986e-38,13,2.279176296275823e-23,=,2.279176296275823e-23,3084
10798,29,31,0.41403111815452576,c,2.669170862645842e-05,27,0.5831851959228516,s,0.0,3084
10799,21,34,1.140970781396411e-12,c,4.192511968696038e-15,27,0.5786651372909546,s,0.5786903500556946,3084
10800,9,38,2.7833066424808473e-15,c,7.182425934759088e-16,34,6.890919779234395e-11,),1.1207970662674427e-10,3084
10801,9,12,1.010744266061181e-11,C,2.852365450428727e-16,10,9.664381295237945e-09,=,9.664381295237945e-09,3085
10802,17,20,2.1491302095179108e-17,C,5.6580771036724634e-18,18,3.7349084328758275e-13,=,3.7349084328758275e-13,3085
10803,22,24,0.002759535564109683,N,0.005792323965579271,6,0.022453324869275093,N,0.0,3085
10804,7,27,4.034425558074872e-07,N,0.8697091937065125,6,0.8697091937065125,N,0.01328373234719038,3085
10805,31,34,4.909222894866616e-08,C,4.4165332724332984e-08,31,4.909222894866616e-08,(,6.101658289736633e-09,3085
10806,13,16,4.807000067094669e-13,C,3.5641552643267405e-12,14,4.859792429590115e-11,=,4.859792429590115e-11,3086
10807,20,22,2.009306399486377e-06,C,1.3416866977422615e-06,20,2.009306399486377e-06,(,0.0,3086
10808,9,24,9.093389929937246e-11,c,8.62671999807274e-12,19,1.7368030285069835e-06,C,4.3557224671531e-06,3086
10809,27,30,2.39523505196626e-12,c,2.6676497992474298e-14,28,9.826416763614176e-11,=,9.826416763614176e-11,3086
10810,13,16,6.374768490857718e-10,c,2.8739102209129896e-09,11,1.2271990499357344e-06,3,5.149253112790575e-08,3087
10811,21,24,1.6777020120610356e-16,C,2.774172222236998e-13,20,2.774172222236998e-13,C,3.528794484809576e-14,3087
10812,18,33,2.845089852598903e-07,n,0.016908034682273865,26,0.6821639537811279,4,0.6890714168548584,3087
10813,36,38,4.703562838795697e-16,c,1.4855382115773514e-18,33,3.1595987761909305e-13,),0.0,3087
10814,8,42,1.577419862376578e-17,c,7.431293687948367e-21,40,3.585534646965982e-10,3,3.5871033920997775e-10,3087
10815,17,20,6.990915771761728e-28,C,5.8161270926488646e-24,5,8.990649238896009e-17,s,1.1440270388693063e-25,3088
10816,30,32,8.687406989338342e-06,C,1.9586904542734374e-08,30,8.687406989338342e-06,(,0.0,3088
10817,28,35,3.9240236517889255e-25,C,1.644797520766159e-27,32,8.359476413715358e-19,),1.3084289162623976e-18,3088
10818,7,38,4.420071064714648e-08,c,4.586727664346313e-10,30,0.004427195060998201,(,0.005269676446914673,3088
10819,13,16,1.148311594972499e-33,C,8.693655672671165e-41,14,2.9844760152851448e-33,=,2.9844760152851448e-33,3089
10820,24,33,6.432202765326646e-18,c,3.164987411071834e-19,30,0.5185211300849915,n,0.9999939203262329,3089
10821,13,16,3.5848600075152426e-35,C,4.119817485114962e-43,14,6.043173735034536e-26,=,6.043173735034536e-26,3090
10822,25,27,1.3973548220747034e-06,c,9.491022296970186e-07,25,1.3973548220747034e-06,(,0.0,3090
10823,8,30,1.2277090355081698e-15,c,1.6498579215024187e-16,27,2.746132122410927e-05,),2.74734429694945e-05,3090
10824,11,14,3.0161433280010684e-34,C,2.045895757914233e-43,12,7.262622778975891e-25,=,7.262622778975891e-25,3091
10825,19,21,0.03945985808968544,C,0.0029696559067815542,19,0.03945985808968544,(,0.0,3091
10826,24,26,0.9816156029701233,C,3.517564906019288e-09,24,0.9816156029701233,(,0.0,3091
10827,8,29,9.731854343601387e-24,c,8.896101524717969e-26,24,0.00026370654813945293,(,0.00026370654813945293,3091
10828,7,10,0.00043544030631892383,c,2.3851706032473885e-07,7,0.00043544030631892383,(,1.7234894755802088e-07,3092
10829,22,25,3.3861239373271996e-20,c,8.405505427190755e-23,23,3.9997861916303524e-17,=,3.9997861916303524e-17,3092
10830,28,31,9.452424259981385e-11,c,1.2492127105709514e-18,28,9.452424259981385e-11,(,8.616836627908797e-13,3092
10831,20,35,1.0774300512728813e-20,c,2.8686180972464313e-20,32,2.39452957462305e-10,n,2.868671133970935e-10,3092
10832,12,40,4.779204615932217e-22,n,1.2500308584358389e-21,37,7.710261762383652e-09,2,7.710634797319926e-09,3092
10833,18,20,5.855318249814445e-06,n,0.0001780689781298861,6,0.05780598893761635,2,0.0,3093
